Image,Name,CounteredBy
http://www.championselect.net/images/CS_Champ_Icons_Resized/120_Web_0.jpg,Hecarim,Aatrox
http://www.championselect.net/images/CS_Champ_Icons_Resized/120_Web_0.jpg,Hecarim,Sejuani
http://www.championselect.net/images/CS_Champ_Icons_Resized/120_Web_0.jpg,Hecarim,Nasus
http://www.championselect.net/images/CS_Champ_Icons_Resized/120_Web_0.jpg,Hecarim,Sejuani
http://www.championselect.net/images/CS_Champ_Icons_Resized/120_Web_0.jpg,Hecarim,Shyvana
http://www.championselect.net/images/CS_Champ_Icons_Resized/120_Web_0.jpg,Hecarim,Warwick
http://www.championselect.net/images/CS_Champ_Icons_Resized/120_Web_0.jpg,Hecarim,Lee Sin
http://www.championselect.net/images/CS_Champ_Icons_Resized/120_Web_0.jpg,Hecarim,Udyr
http://www.championselect.net/images/CS_Champ_Icons_Resized/74_Web_0.jpg,Heimerdinger,Zed
http://www.championselect.net/images/CS_Champ_Icons_Resized/74_Web_0.jpg,Heimerdinger,Syndra
http://www.championselect.net/images/CS_Champ_Icons_Resized/74_Web_0.jpg,Heimerdinger,Ziggs
http://www.championselect.net/images/CS_Champ_Icons_Resized/74_Web_0.jpg,Heimerdinger,Nunu
http://www.championselect.net/images/CS_Champ_Icons_Resized/74_Web_0.jpg,Heimerdinger,Lux
http://www.championselect.net/images/CS_Champ_Icons_Resized/74_Web_0.jpg,Heimerdinger,Master Yi
http://www.championselect.net/images/CS_Champ_Icons_Resized/74_Web_0.jpg,Heimerdinger,Gragas
http://www.championselect.net/images/CS_Champ_Icons_Resized/74_Web_0.jpg,Heimerdinger,Orianna
http://www.championselect.net/images/CS_Champ_Icons_Resized/74_Web_0.jpg,Heimerdinger,Xerath
http://www.championselect.net/images/CS_Champ_Icons_Resized/74_Web_0.jpg,Heimerdinger,Yasuo
http://www.championselect.net/images/CS_Champ_Icons_Resized/39_Web_0.jpg,Irelia,Olaf
http://www.championselect.net/images/CS_Champ_Icons_Resized/39_Web_0.jpg,Irelia,Jax
http://www.championselect.net/images/CS_Champ_Icons_Resized/39_Web_0.jpg,Irelia,Renekton
http://www.championselect.net/images/CS_Champ_Icons_Resized/39_Web_0.jpg,Irelia,Udyr
http://www.championselect.net/images/CS_Champ_Icons_Resized/39_Web_0.jpg,Irelia,Nasus
http://www.championselect.net/images/CS_Champ_Icons_Resized/39_Web_0.jpg,Irelia,Darius
http://www.championselect.net/images/CS_Champ_Icons_Resized/39_Web_0.jpg,Irelia,Garen
http://www.championselect.net/images/CS_Champ_Icons_Resized/39_Web_0.jpg,Irelia,Singed
http://www.championselect.net/images/CS_Champ_Icons_Resized/39_Web_0.jpg,Irelia,Volibear
http://www.championselect.net/images/CS_Champ_Icons_Resized/39_Web_0.jpg,Irelia,Pantheon
http://www.championselect.net/images/CS_Champ_Icons_Resized/40_Web_0.jpg,Janna,Sona
http://www.championselect.net/images/CS_Champ_Icons_Resized/40_Web_0.jpg,Janna,Sivir
http://www.championselect.net/images/CS_Champ_Icons_Resized/40_Web_0.jpg,Janna,Nami
http://www.championselect.net/images/CS_Champ_Icons_Resized/40_Web_0.jpg,Janna,Diana
http://www.championselect.net/images/CS_Champ_Icons_Resized/40_Web_0.jpg,Janna,Aatrox
http://www.championselect.net/images/CS_Champ_Icons_Resized/40_Web_0.jpg,Janna,Yasuo
http://www.championselect.net/images/CS_Champ_Icons_Resized/40_Web_0.jpg,Janna,Kha'Zix
http://www.championselect.net/images/CS_Champ_Icons_Resized/40_Web_0.jpg,Janna,Wukong
http://www.championselect.net/images/CS_Champ_Icons_Resized/40_Web_0.jpg,Janna,Zyra
http://www.championselect.net/images/CS_Champ_Icons_Resized/40_Web_0.jpg,Janna,Morgana
http://www.championselect.net/images/CS_Champ_Icons_Resized/59_Web_0.jpg,Jarvan IV,Yorick
http://www.championselect.net/images/CS_Champ_Icons_Resized/59_Web_0.jpg,Jarvan IV,Shen
http://www.championselect.net/images/CS_Champ_Icons_Resized/59_Web_0.jpg,Jarvan IV,Jax
http://www.championselect.net/images/CS_Champ_Icons_Resized/59_Web_0.jpg,Jarvan IV,Elise
http://www.championselect.net/images/CS_Champ_Icons_Resized/59_Web_0.jpg,Jarvan IV,Vi
http://www.championselect.net/images/CS_Champ_Icons_Resized/59_Web_0.jpg,Jarvan IV,Xin Zhao
http://www.championselect.net/images/CS_Champ_Icons_Resized/59_Web_0.jpg,Jarvan IV,Renekton
http://www.championselect.net/images/CS_Champ_Icons_Resized/59_Web_0.jpg,Jarvan IV,Lee Sin
http://www.championselect.net/images/CS_Champ_Icons_Resized/59_Web_0.jpg,Jarvan IV,Garen
http://www.championselect.net/images/CS_Champ_Icons_Resized/59_Web_0.jpg,Jarvan IV,Thresh
http://www.championselect.net/images/CS_Champ_Icons_Resized/24_Web_0.jpg,Jax,Malphite
http://www.championselect.net/images/CS_Champ_Icons_Resized/24_Web_0.jpg,Jax,Renekton
http://www.championselect.net/images/CS_Champ_Icons_Resized/24_Web_0.jpg,Jax,Garen
http://www.championselect.net/images/CS_Champ_Icons_Resized/24_Web_0.jpg,Jax,Singed
http://www.championselect.net/images/CS_Champ_Icons_Resized/24_Web_0.jpg,Jax,Jayce
http://www.championselect.net/images/CS_Champ_Icons_Resized/24_Web_0.jpg,Jax,Pantheon
http://www.championselect.net/images/CS_Champ_Icons_Resized/24_Web_0.jpg,Jax,Elise
http://www.championselect.net/images/CS_Champ_Icons_Resized/24_Web_0.jpg,Jax,Nasus
http://www.championselect.net/images/CS_Champ_Icons_Resized/24_Web_0.jpg,Jax,Olaf
http://www.championselect.net/images/CS_Champ_Icons_Resized/24_Web_0.jpg,Jax,Yorick
http://www.championselect.net/images/CS_Champ_Icons_Resized/126_Web_0.jpg,Jayce,Yorick
http://www.championselect.net/images/CS_Champ_Icons_Resized/126_Web_0.jpg,Jayce,Wukong
http://www.championselect.net/images/CS_Champ_Icons_Resized/126_Web_0.jpg,Jayce,Nidalee
http://www.championselect.net/images/CS_Champ_Icons_Resized/126_Web_0.jpg,Jayce,Irelia
http://www.championselect.net/images/CS_Champ_Icons_Resized/126_Web_0.jpg,Jayce,Fiora
http://www.championselect.net/images/CS_Champ_Icons_Resized/126_Web_0.jpg,Jayce,Pantheon
http://www.championselect.net/images/CS_Champ_Icons_Resized/126_Web_0.jpg,Jayce,Xin Zhao
http://www.championselect.net/images/CS_Champ_Icons_Resized/126_Web_0.jpg,Jayce,Jarvan IV
http://www.championselect.net/images/CS_Champ_Icons_Resized/126_Web_0.jpg,Jayce,Elise
http://www.championselect.net/images/CS_Champ_Icons_Resized/126_Web_0.jpg,Jayce,Cho'Gath
http://www.championselect.net/images/CS_Champ_Icons_Resized/jinx.png,Jinx,Ezreal
http://www.championselect.net/images/CS_Champ_Icons_Resized/jinx.png,Jinx,Corki
http://www.championselect.net/images/CS_Champ_Icons_Resized/jinx.png,Jinx,Vayne
http://www.championselect.net/images/CS_Champ_Icons_Resized/jinx.png,Jinx,Varus
http://www.championselect.net/images/CS_Champ_Icons_Resized/jinx.png,Jinx,Sivir
http://www.championselect.net/images/CS_Champ_Icons_Resized/jinx.png,Jinx,Lucian
http://www.championselect.net/images/CS_Champ_Icons_Resized/jinx.png,Jinx,Draven
http://www.championselect.net/images/CS_Champ_Icons_Resized/jinx.png,Jinx,Quinn
http://www.championselect.net/images/CS_Champ_Icons_Resized/jinx.png,Jinx,Tristana
http://www.championselect.net/images/CS_Champ_Icons_Resized/jinx.png,Jinx,Graves
http://www.championselect.net/images/CS_Champ_Icons_Resized/karma.png,Karma,Veigar
http://www.championselect.net/images/CS_Champ_Icons_Resized/karma.png,Karma,Nami
http://www.championselect.net/images/CS_Champ_Icons_Resized/karma.png,Karma,Talon
http://www.championselect.net/images/CS_Champ_Icons_Resized/karma.png,Karma,Malzahar
http://www.championselect.net/images/CS_Champ_Icons_Resized/karma.png,Karma,Xerath
http://www.championselect.net/images/CS_Champ_Icons_Resized/karma.png,Karma,Aatrox
http://www.championselect.net/images/CS_Champ_Icons_Resized/karma.png,Karma,LeBlanc
http://www.championselect.net/images/CS_Champ_Icons_Resized/karma.png,Karma,Yasuo
http://www.championselect.net/images/CS_Champ_Icons_Resized/karma.png,Karma,Swain
http://www.championselect.net/images/CS_Champ_Icons_Resized/karma.png,Karma,Lee Sin
http://www.championselect.net/images/CS_Champ_Icons_Resized/30_Web_0.jpg,Karthus,Kassadin
http://www.championselect.net/images/CS_Champ_Icons_Resized/30_Web_0.jpg,Karthus,Katarina
http://www.championselect.net/images/CS_Champ_Icons_Resized/30_Web_0.jpg,Karthus,Fizz
http://www.championselect.net/images/CS_Champ_Icons_Resized/30_Web_0.jpg,Karthus,Soraka
http://www.championselect.net/images/CS_Champ_Icons_Resized/30_Web_0.jpg,Karthus,Lux
http://www.championselect.net/images/CS_Champ_Icons_Resized/30_Web_0.jpg,Karthus,Ahri
http://www.championselect.net/images/CS_Champ_Icons_Resized/30_Web_0.jpg,Karthus,Akali
http://www.championselect.net/images/CS_Champ_Icons_Resized/30_Web_0.jpg,Karthus,Veigar
http://www.championselect.net/images/CS_Champ_Icons_Resized/30_Web_0.jpg,Karthus,LeBlanc
http://www.championselect.net/images/CS_Champ_Icons_Resized/30_Web_0.jpg,Karthus,Orianna
http://www.championselect.net/images/CS_Champ_Icons_Resized/38_Web_0.jpg,Kassadin,Talon
http://www.championselect.net/images/CS_Champ_Icons_Resized/38_Web_0.jpg,Kassadin,Pantheon
http://www.championselect.net/images/CS_Champ_Icons_Resized/38_Web_0.jpg,Kassadin,Mordekaiser
http://www.championselect.net/images/CS_Champ_Icons_Resized/38_Web_0.jpg,Kassadin,Fizz
http://www.championselect.net/images/CS_Champ_Icons_Resized/38_Web_0.jpg,Kassadin,Kha'Zix
http://www.championselect.net/images/CS_Champ_Icons_Resized/38_Web_0.jpg,Kassadin,Heimerdinger
http://www.championselect.net/images/CS_Champ_Icons_Resized/38_Web_0.jpg,Kassadin,Zed
http://www.championselect.net/images/CS_Champ_Icons_Resized/38_Web_0.jpg,Kassadin,Sion
http://www.championselect.net/images/CS_Champ_Icons_Resized/38_Web_0.jpg,Kassadin,Gangplank
http://www.championselect.net/images/CS_Champ_Icons_Resized/38_Web_0.jpg,Kassadin,Swain
http://www.championselect.net/images/CS_Champ_Icons_Resized/55_Web_0.jpg,Katarina,Diana
http://www.championselect.net/images/CS_Champ_Icons_Resized/55_Web_0.jpg,Katarina,Kassadin
http://www.championselect.net/images/CS_Champ_Icons_Resized/55_Web_0.jpg,Katarina,Fiddlesticks
http://www.championselect.net/images/CS_Champ_Icons_Resized/55_Web_0.jpg,Katarina,Malzahar
http://www.championselect.net/images/CS_Champ_Icons_Resized/55_Web_0.jpg,Katarina,Lissandra
http://www.championselect.net/images/CS_Champ_Icons_Resized/55_Web_0.jpg,Katarina,Fizz
http://www.championselect.net/images/CS_Champ_Icons_Resized/55_Web_0.jpg,Katarina,Annie
http://www.championselect.net/images/CS_Champ_Icons_Resized/55_Web_0.jpg,Katarina,Cho'Gath
http://www.championselect.net/images/CS_Champ_Icons_Resized/55_Web_0.jpg,Katarina,LeBlanc
http://www.championselect.net/images/CS_Champ_Icons_Resized/55_Web_0.jpg,Katarina,Talon
http://www.championselect.net/images/CS_Champ_Icons_Resized/kayle.png,Kayle,Pantheon
http://www.championselect.net/images/CS_Champ_Icons_Resized/kayle.png,Kayle,Anivia
http://www.championselect.net/images/CS_Champ_Icons_Resized/kayle.png,Kayle,Gragas
http://www.championselect.net/images/CS_Champ_Icons_Resized/kayle.png,Kayle,Xin Zhao
http://www.championselect.net/images/CS_Champ_Icons_Resized/kayle.png,Kayle,Jarvan IV
http://www.championselect.net/images/CS_Champ_Icons_Resized/kayle.png,Kayle,Annie
http://www.championselect.net/images/CS_Champ_Icons_Resized/kayle.png,Kayle,Malzahar
http://www.championselect.net/images/CS_Champ_Icons_Resized/kayle.png,Kayle,Ziggs
http://www.championselect.net/images/CS_Champ_Icons_Resized/kayle.png,Kayle,Orianna
http://www.championselect.net/images/CS_Champ_Icons_Resized/kayle.png,Kayle,Elise
http://www.championselect.net/images/CS_Champ_Icons_Resized/85_Web_0.jpg,Kennen,Ryze
http://www.championselect.net/images/CS_Champ_Icons_Resized/85_Web_0.jpg,Kennen,Janna
http://www.championselect.net/images/CS_Champ_Icons_Resized/85_Web_0.jpg,Kennen,Yorick
http://www.championselect.net/images/CS_Champ_Icons_Resized/85_Web_0.jpg,Kennen,Swain
http://www.championselect.net/images/CS_Champ_Icons_Resized/85_Web_0.jpg,Kennen,LeBlanc
http://www.championselect.net/images/CS_Champ_Icons_Resized/85_Web_0.jpg,Kennen,Irelia
http://www.championselect.net/images/CS_Champ_Icons_Resized/85_Web_0.jpg,Kennen,Annie
http://www.championselect.net/images/CS_Champ_Icons_Resized/85_Web_0.jpg,Kennen,Fiora
http://www.championselect.net/images/CS_Champ_Icons_Resized/85_Web_0.jpg,Kennen,Ahri
http://www.championselect.net/images/CS_Champ_Icons_Resized/85_Web_0.jpg,Kennen,Kassadin
http://www.championselect.net/images/CS_Champ_Icons_Resized/khazix.png,Kha'Zix,Lee Sin
http://www.championselect.net/images/CS_Champ_Icons_Resized/khazix.png,Kha'Zix,Rengar
http://www.championselect.net/images/CS_Champ_Icons_Resized/khazix.png,Kha'Zix,Jax
http://www.championselect.net/images/CS_Champ_Icons_Resized/khazix.png,Kha'Zix,Jayce
http://www.championselect.net/images/CS_Champ_Icons_Resized/khazix.png,Kha'Zix,Yorick
http://www.championselect.net/images/CS_Champ_Icons_Resized/khazix.png,Kha'Zix,Pantheon
http://www.championselect.net/images/CS_Champ_Icons_Resized/khazix.png,Kha'Zix,Ryze
http://www.championselect.net/images/CS_Champ_Icons_Resized/khazix.png,Kha'Zix,Renekton
http://www.championselect.net/images/CS_Champ_Icons_Resized/khazix.png,Kha'Zix,Shen
http://www.championselect.net/images/CS_Champ_Icons_Resized/khazix.png,Kha'Zix,Garen
http://www.championselect.net/images/CS_Champ_Icons_Resized/96_Web_0.jpg,Kog'Maw,Jinx
http://www.championselect.net/images/CS_Champ_Icons_Resized/96_Web_0.jpg,Kog'Maw,Blitzcrank
http://www.championselect.net/images/CS_Champ_Icons_Resized/96_Web_0.jpg,Kog'Maw,Sivir
http://www.championselect.net/images/CS_Champ_Icons_Resized/96_Web_0.jpg,Kog'Maw,Akali
http://www.championselect.net/images/CS_Champ_Icons_Resized/96_Web_0.jpg,Kog'Maw,LeBlanc
http://www.championselect.net/images/CS_Champ_Icons_Resized/96_Web_0.jpg,Kog'Maw,Draven
http://www.championselect.net/images/CS_Champ_Icons_Resized/96_Web_0.jpg,Kog'Maw,Miss Fortune
http://www.championselect.net/images/CS_Champ_Icons_Resized/96_Web_0.jpg,Kog'Maw,Tristana
http://www.championselect.net/images/CS_Champ_Icons_Resized/96_Web_0.jpg,Kog'Maw,Ahri
http://www.championselect.net/images/CS_Champ_Icons_Resized/96_Web_0.jpg,Kog'Maw,Vayne
http://www.championselect.net/images/CS_Champ_Icons_Resized/leblanc.png,LeBlanc,Galio
http://www.championselect.net/images/CS_Champ_Icons_Resized/leblanc.png,LeBlanc,Sion
http://www.championselect.net/images/CS_Champ_Icons_Resized/leblanc.png,LeBlanc,Mordekaiser
http://www.championselect.net/images/CS_Champ_Icons_Resized/leblanc.png,LeBlanc,Fizz
http://www.championselect.net/images/CS_Champ_Icons_Resized/leblanc.png,LeBlanc,Talon
http://www.championselect.net/images/CS_Champ_Icons_Resized/leblanc.png,LeBlanc,Diana
http://www.championselect.net/images/CS_Champ_Icons_Resized/leblanc.png,LeBlanc,Morgana
http://www.championselect.net/images/CS_Champ_Icons_Resized/leblanc.png,LeBlanc,Gragas
http://www.championselect.net/images/CS_Champ_Icons_Resized/leblanc.png,LeBlanc,Kassadin
http://www.championselect.net/images/CS_Champ_Icons_Resized/leblanc.png,LeBlanc,Zed
http://www.championselect.net/images/CS_Champ_Icons_Resized/64_Web_0.jpg,Lee Sin,Trundle
http://www.championselect.net/images/CS_Champ_Icons_Resized/64_Web_0.jpg,Lee Sin,Udyr
http://www.championselect.net/images/CS_Champ_Icons_Resized/64_Web_0.jpg,Lee Sin,Udyr
http://www.championselect.net/images/CS_Champ_Icons_Resized/64_Web_0.jpg,Lee Sin,Renekton
http://www.championselect.net/images/CS_Champ_Icons_Resized/64_Web_0.jpg,Lee Sin,Garen
http://www.championselect.net/images/CS_Champ_Icons_Resized/64_Web_0.jpg,Lee Sin,Riven
http://www.championselect.net/images/CS_Champ_Icons_Resized/64_Web_0.jpg,Lee Sin,Pantheon
http://www.championselect.net/images/CS_Champ_Icons_Resized/64_Web_0.jpg,Lee Sin,Jax
http://www.championselect.net/images/CS_Champ_Icons_Resized/64_Web_0.jpg,Lee Sin,Darius
http://www.championselect.net/images/CS_Champ_Icons_Resized/64_Web_0.jpg,Lee Sin,Yorick
http://www.championselect.net/images/CS_Champ_Icons_Resized/89_Web_0.jpg,Leona,Alistar
http://www.championselect.net/images/CS_Champ_Icons_Resized/89_Web_0.jpg,Leona,Morgana
http://www.championselect.net/images/CS_Champ_Icons_Resized/89_Web_0.jpg,Leona,Janna
http://www.championselect.net/images/CS_Champ_Icons_Resized/89_Web_0.jpg,Leona,Lulu
http://www.championselect.net/images/CS_Champ_Icons_Resized/89_Web_0.jpg,Leona,Thresh
http://www.championselect.net/images/CS_Champ_Icons_Resized/89_Web_0.jpg,Leona,Zyra
http://www.championselect.net/images/CS_Champ_Icons_Resized/89_Web_0.jpg,Leona,Annie
http://www.championselect.net/images/CS_Champ_Icons_Resized/89_Web_0.jpg,Leona,Sivir
http://www.championselect.net/images/CS_Champ_Icons_Resized/89_Web_0.jpg,Leona,Lux
http://www.championselect.net/images/CS_Champ_Icons_Resized/89_Web_0.jpg,Leona,Karma
http://www.championselect.net/images/CS_Champ_Icons_Resized/lissandra.png,Lissandra,Kassadin
http://www.championselect.net/images/CS_Champ_Icons_Resized/lissandra.png,Lissandra,Lux
http://www.championselect.net/images/CS_Champ_Icons_Resized/lissandra.png,Lissandra,Anivia
http://www.championselect.net/images/CS_Champ_Icons_Resized/lissandra.png,Lissandra,Diana
http://www.championselect.net/images/CS_Champ_Icons_Resized/lissandra.png,Lissandra,LeBlanc
http://www.championselect.net/images/CS_Champ_Icons_Resized/lissandra.png,Lissandra,Brand
http://www.championselect.net/images/CS_Champ_Icons_Resized/lissandra.png,Lissandra,Ahri
http://www.championselect.net/images/CS_Champ_Icons_Resized/lissandra.png,Lissandra,Cassiopeia
http://www.championselect.net/images/CS_Champ_Icons_Resized/lissandra.png,Lissandra,Syndra
http://www.championselect.net/images/CS_Champ_Icons_Resized/lissandra.png,Lissandra,Morgana
http://www.championselect.net/images/CS_Champ_Icons_Resized/lucian.png,Lucian,Vayne
http://www.championselect.net/images/CS_Champ_Icons_Resized/lucian.png,Lucian,Vayne
http://www.championselect.net/images/CS_Champ_Icons_Resized/lucian.png,Lucian,Ezreal
http://www.championselect.net/images/CS_Champ_Icons_Resized/lucian.png,Lucian,Draven
http://www.championselect.net/images/CS_Champ_Icons_Resized/lucian.png,Lucian,Caitlyn
http://www.championselect.net/images/CS_Champ_Icons_Resized/lucian.png,Lucian,Quinn
http://www.championselect.net/images/CS_Champ_Icons_Resized/lucian.png,Lucian,Tristana
http://www.championselect.net/images/CS_Champ_Icons_Resized/lucian.png,Lucian,Graves
http://www.championselect.net/images/CS_Champ_Icons_Resized/lucian.png,Lucian,Sivir
http://www.championselect.net/images/CS_Champ_Icons_Resized/lucian.png,Lucian,Aatrox
http://www.championselect.net/images/CS_Champ_Icons_Resized/117_Web_0.jpg,Lulu,Soraka
http://www.championselect.net/images/CS_Champ_Icons_Resized/117_Web_0.jpg,Lulu,Sona
http://www.championselect.net/images/CS_Champ_Icons_Resized/117_Web_0.jpg,Lulu,Sivir
http://www.championselect.net/images/CS_Champ_Icons_Resized/117_Web_0.jpg,Lulu,Caitlyn
http://www.championselect.net/images/CS_Champ_Icons_Resized/117_Web_0.jpg,Lulu,Syndra
http://www.championselect.net/images/CS_Champ_Icons_Resized/117_Web_0.jpg,Lulu,Fiddlesticks
http://www.championselect.net/images/CS_Champ_Icons_Resized/117_Web_0.jpg,Lulu,Amumu
http://www.championselect.net/images/CS_Champ_Icons_Resized/117_Web_0.jpg,Lulu,Aatrox
http://www.championselect.net/images/CS_Champ_Icons_Resized/117_Web_0.jpg,Lulu,Annie
http://www.championselect.net/images/CS_Champ_Icons_Resized/117_Web_0.jpg,Lulu,Morgana
http://www.championselect.net/images/CS_Champ_Icons_Resized/99_Web_0.jpg,Lux,Talon
http://www.championselect.net/images/CS_Champ_Icons_Resized/99_Web_0.jpg,Lux,Fizz
http://www.championselect.net/images/CS_Champ_Icons_Resized/99_Web_0.jpg,Lux,Katarina
http://www.championselect.net/images/CS_Champ_Icons_Resized/99_Web_0.jpg,Lux,Kassadin
http://www.championselect.net/images/CS_Champ_Icons_Resized/99_Web_0.jpg,Lux,Zed
http://www.championselect.net/images/CS_Champ_Icons_Resized/99_Web_0.jpg,Lux,Gragas
http://www.championselect.net/images/CS_Champ_Icons_Resized/99_Web_0.jpg,Lux,Yasuo
http://www.championselect.net/images/CS_Champ_Icons_Resized/99_Web_0.jpg,Lux,Diana
http://www.championselect.net/images/CS_Champ_Icons_Resized/99_Web_0.jpg,Lux,LeBlanc
http://www.championselect.net/images/CS_Champ_Icons_Resized/99_Web_0.jpg,Lux,Master Yi
